invoice_id,credit_note_id,invoice_total_usd,write_off_amount_usd,contract_number,contract_status_sf,en_lista_cancelacion,payment_existe_en_sf,payment_count,payment_status_breakdown,payment_accepted_amount_usd,payment_annotation,customer_id
1456,CN-86,25.0,25.0,00316649,Cancelled,NO,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000CYXNYA4
1768,CN-85,99.0,99.0,00317272,Cancelled,SI,SI - SOLO RECHAZADOS,5,{'REJECTED': 5},0,,a5jUU000000DtBZYA0
1927,CN-84,25.0,25.0,00317272,Cancelled,SI,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DtBZYA0
1970,CN-82,139.0,139.0,00317375,Cancelled,NO,SI - SOLO RECHAZADOS,4,{'REJECTED': 4},0,,a5jUU000000E2UzYAK
2918,CN-81,79.0,79.0,00314717,Cancelled,NO,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,a5jUU000000DJODYA4
2069,CN-79,89.0,89.0,00316745,Cancelled,NO,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,a5jUU000000CcfpYAC
2091,CN-78,25.0,25.0,00316745,Cancelled,NO,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,a5jUU000000CcfpYAC
1987,CN-76,99.0,99.0,00317289,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DvV7YAK
2084,CN-75,25.0,25.0,00317289,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DvV7YAK
2157,CN-74,139.0,139.0,00317310,Cancelled,NO,SI - SOLO RECHAZADOS,5,{'REJECTED': 5},0,,a5jUU000000DxDZYA0
2176,CN-73,25.0,25.0,00317310,Cancelled,NO,SI - SOLO RECHAZADOS,5,{'REJECTED': 5},0,,a5jUU000000DxDZYA0
2356,CN-71,99.0,99.0,00317591,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000EPHtYAO
1764,CN-70,99.0,99.0,00317252,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DrCzYAK
2002,CN-67,99.0,99.0,00317291,Cancelled,NO,SI - SOLO RECHAZADOS,2,{'REJECTED': 2},0,,a5jUU000000DvYLYA0
2082,CN-66,25.0,25.0,00317291,Cancelled,NO,SI - SOLO RECHAZADOS,2,{'REJECTED': 2},0,,a5jUU000000DvYLYA0
1887,CN-63,25.0,25.0,00315705,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DWgPYAW
269,CN-61,99.0,99.0,00316910,Cancelled,NO,SI - SOLO RECHAZADOS,13,{'REJECTED': 13},0,,a5jUU000000CncrYAC
591,CN-60,99.0,99.0,00316910,Cancelled,NO,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000CncrYAC
645,CN-59,25.0,25.0,00316910,Cancelled,NO,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000CncrYAC
156,CN-58,99.0,99.0,00316819,Cancelled,NO,SI - SOLO RECHAZADOS,18,{'REJECTED': 18},0,,a5jUU000000Ch4PYAS
160,CN-57,25.0,25.0,00316819,Cancelled,NO,SI - SOLO RECHAZADOS,17,{'REJECTED': 17},0,,a5jUU000000Ch4PYAS
401,CN-56,99.0,99.0,00316819,Cancelled,NO,SI - SOLO RECHAZADOS,10,{'REJECTED': 10},0,,a5jUU000000Ch4PYAS
413,CN-55,25.0,25.0,00316819,Cancelled,NO,SI - SOLO RECHAZADOS,10,{'REJECTED': 10},0,,a5jUU000000Ch4PYAS
854,CN-54,99.0,99.0,00316819,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000Ch4PYAS
873,CN-53,25.0,25.0,00316819,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000Ch4PYAS
1317,CN-52,94.0,94.0,00315449,Cancelled,NO,NO,0,{},0,,a5jUU000000DRIXYA4
827,CN-51,139.0,139.0,00317377,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000E2rZYAS
