"Id","Name","SM_Contract__c","SM_Contract__r.ContractNumber","SM_Contract__r.Status","Payment_Status__c","SM_Type__c","SM_Original_Type__c","SM_Amount__c","SM_Net_Amount__c","SM_Fee_value__c","SM_Penalty_value__c","SM_Payment_Date__c","SM_Payment_execution_date__c","SM_Payments_refunded__c","SM_Failed_payment__c","CreatedDate"
"a24UU000003Bf4YYAS","PY-01747182","800UU00000K3AqYYAV","00314183","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-10-30","2025-10-30T10:04:56.000Z","","","2025-10-30T10:04:56.000Z"
"a24UU000003Kf5JYAS","PY-01757049","800UU00000K3AqYYAV","00314183","Activated","ACCEPTED","Fee","Subscription","79.0","79.0","79.0","0.0","2025-11-26","2025-11-26T10:04:32.000Z","","","2025-11-26T10:04:32.000Z"
"a24UU000003VehGYAS","PY-01769928","800UU00000K3AqYYAV","00314183","Activated","ACCEPTED","Fee","Subscription","79.0","79.0","79.0","0.0","2025-12-26","2025-12-26T10:02:37.000Z","","","2025-12-26T10:02:37.000Z"
"a24UU000003hpIVYAY","PY-01783793","800UU00000K3AqYYAV","00314183","Activated","ACCEPTED","Fee","Subscription","79.0","79.0","79.0","0.0","2026-01-26","2026-01-26T10:02:05.000Z","","","2026-01-26T10:02:05.000Z"
"a24UU000003wzRNYAY","PY-01798845","800UU00000K3AqYYAV","00314183","Activated","ACCEPTED","Fee","Subscription","79.0","79.0","79.0","0.0","2026-02-27","2026-02-27T10:02:25.000Z","","","2026-02-27T10:02:25.000Z"
"a24UU000004Ajj8YAC","PY-01811334","800UU00000K3AqYYAV","00314183","Activated","ACCEPTED","Fee","Subscription","79.0","79.0","79.0","0.0","2026-03-30","2026-03-30T10:02:50.000Z","","","2026-03-30T10:02:50.000Z"
"a24UU000004NzTdYAK","PY-01825126","800UU00000K3AqYYAV","00314183","Activated","ACCEPTED","Fee","Subscription","79.0","79.0","79.0","0.0","2026-04-30","2026-04-30T10:02:55.000Z","","","2026-04-30T10:02:55.000Z"
"a24UU000004aZt0YAE","PY-01842374","800UU00000K3AqYYAV","00314183","Activated","ACCEPTED","Fee","","79.0","79.0","","","2026-05-29","2026-05-29T04:14:39.000Z","","","2026-05-29T04:14:39.000Z"
"a24UU000004oFxdYAE","PY-01858521","800UU00000K3AqYYAV","00314183","Activated","ACCEPTED","Fee","","79.0","79.0","","","2026-06-29","2026-06-29T04:08:25.000Z","","","2026-06-29T04:08:25.000Z"
"a24UU000001HlGTYA0","PY-01655813","800UU00000K5gkiYAB","00314185","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-01-15","2025-01-15T10:08:54.000Z","","","2025-01-15T10:08:54.000Z"
"a24UU000001Pw5EYAS","PY-01666998","800UU00000K5gkiYAB","00314185","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-02-14","2025-02-14T10:10:17.000Z","","","2025-02-14T10:10:17.000Z"
"a24UU000001Y4qKYAS","PY-01675293","800UU00000K5gkiYAB","00314185","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-03-14","2025-03-14T10:09:22.000Z","","","2025-03-14T10:09:22.000Z"
"a24UU000001wgW9YAI","PY-01684565","800UU00000K5gkiYAB","00314185","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-04-15","2025-04-15T10:07:16.000Z","","","2025-04-15T10:07:16.000Z"
"a24UU000002DALRYA4","PY-01694129","800UU00000K5gkiYAB","00314185","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-05-15","2025-05-15T10:07:28.000Z","","","2025-05-15T10:07:28.000Z"
"a24UU000002NBMiYAO","PY-01702681","800UU00000K5gkiYAB","00314185","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-06-13","2025-06-13T10:07:34.000Z","","","2025-06-13T10:07:34.000Z"
"a24UU000002gqx7YAA","PY-01719491","800UU00000K5gkiYAB","00314185","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-08-15","2025-08-06T23:07:51.000Z","","","2025-08-06T23:07:51.000Z"
"a24UU000002v2NSYAY","PY-01731943","800UU00000K5gkiYAB","00314185","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-09-15","2025-09-15T10:02:02.000Z","","","2025-09-15T10:02:02.000Z"
"a24UU0000033CxOYAU","PY-01739410","800UU00000K5gkiYAB","00314185","Activated","ACCEPTED","Late payment fee","","79.0","88.09","79.0","0.0","2025-10-07","2025-10-06T15:29:14.000Z","","","2025-10-06T15:29:14.000Z"
"a24UU0000036uXKYAY","PY-01741936","800UU00000K5gkiYAB","00314185","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-10-15","2025-10-15T10:02:02.000Z","","","2025-10-15T10:02:02.000Z"
"a24UU000003Xel1YAC","PY-01773398","800UU00000K5gkiYAB","00314185","Activated","ACCEPTED","Late payment fee","Fee","104.0","104.0","79.0","25.0","2026-01-02","2026-01-02T10:07:15.000Z","","a24UU000003GxtdYAC","2026-01-02T10:07:15.000Z"
"a24UU000003XfNhYAK","PY-01773606","800UU00000K5gkiYAB","00314185","Activated","ACCEPTED","Late payment fee","Fee","104.0","104.0","79.0","25.0","2026-01-02","2026-01-02T10:11:37.000Z","","a24UU000003RolNYAS","2026-01-02T10:11:37.000Z"
"a24UU000003l4MiYAI","PY-01788326","800UU00000K5gkiYAB","00314185","Activated","ACCEPTED","Late payment fee","Fee","104.0","104.0","79.0","25.0","2026-02-02","2026-02-02T10:14:34.000Z","","a24UU000003dVAHYA2","2026-02-02T10:14:34.000Z"
"a24UU000003x0DjYAI","PY-01799633","800UU00000K5gkiYAB","00314185","Activated","ACCEPTED","Late payment fee","Fee","104.0","104.0","79.0","25.0","2026-02-27","2026-02-27T10:20:26.000Z","","a24UU000003qfTZYAY","2026-02-27T10:20:26.000Z"
"a24UU0000049l5sYAA","PY-01810956","800UU00000K5gkiYAB","00314185","Activated","ACCEPTED","Late payment fee","Fee","104.0","104.0","79.0","25.0","2026-03-27","2026-03-27T10:14:42.000Z","","a24UU0000043WxAYAU","2026-03-27T10:14:42.000Z"
"a24UU000001DUhLYAW","PY-01650672","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2024-12-30","2024-12-30T10:20:38.000Z","","","2024-12-30T10:20:38.000Z"
"a24UU000001M4ngYAC","PY-01663019","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Late payment fee","Fee","114.0","127.11","89.0","25.0","2025-01-31","2025-01-31T10:20:45.000Z","","a24UU000001LhUQYA0","2025-01-31T10:20:45.000Z"
"a24UU000001X1ETYA0","PY-01674465","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Late payment fee","","89.0","99.24","89.0","0.0","2025-02-28","2025-03-11T10:06:38.000Z","","","2025-03-11T10:06:38.000Z"
"a24UU000001imhxYAA","PY-01679295","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-03-28","2025-03-28T10:12:31.000Z","","","2025-03-28T10:12:31.000Z"
"a24UU000002DFg1YAG","PY-01694547","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Late payment fee","Fee","114.0","127.11","89.0","25.0","2025-05-16","2025-05-15T15:19:15.000Z","","a24UU0000027mlFYAQ","2025-05-15T15:19:15.000Z"
"a24UU000002ILTWYA4","PY-01699977","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Late payment fee","Fee","114.0","127.11","89.0","25.0","2025-06-02","2025-06-02T10:14:02.000Z","","a24UU000002HXBKYA4","2025-06-02T10:14:02.000Z"
"a24UU000002SBp2YAG","PY-01707275","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-06-27","2025-06-27T21:15:03.000Z","","","2025-06-27T21:15:03.000Z"
"a24UU000002ds7SYAQ","PY-01717334","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-07-30","2025-07-30T10:05:38.000Z","","","2025-07-30T10:05:38.000Z"
"a24UU000002pBogYAE","PY-01726364","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-08-29","2025-08-29T10:05:38.000Z","","","2025-08-29T10:05:38.000Z"
"a24UU0000032GtWYAU","PY-01738522","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Late payment fee","Fee","114.0","127.11","89.0","25.0","2025-10-03","2025-10-03T10:14:22.000Z","","a24UU0000030occYAA","2025-10-03T10:14:22.000Z"
"a24UU000003C3enYAC","PY-01748580","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Late payment fee","Fee","114.0","127.11","89.0","25.0","2025-10-31","2025-10-31T10:14:03.000Z","","a24UU000003BezqYAC","2025-10-31T10:14:03.000Z"
"a24UU000003Kf2EYAS","PY-01757030","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Fee","Subscription","89.0","89.0","89.0","0.0","2025-11-26","2025-11-26T10:03:59.000Z","","","2025-11-26T10:03:59.000Z"
"a24UU000003VelyYAC","PY-01769919","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Fee","Subscription","89.0","89.0","89.0","0.0","2025-12-26","2025-12-26T10:02:27.000Z","","","2025-12-26T10:02:27.000Z"
"a24UU000003hpGuYAI","PY-01783788","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Fee","Subscription","89.0","89.0","89.0","0.0","2026-01-26","2026-01-26T10:01:58.000Z","","","2026-01-26T10:01:58.000Z"
"a24UU000003wzflYAA","PY-01798837","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Fee","Subscription","89.0","89.0","89.0","0.0","2026-02-27","2026-02-27T10:02:16.000Z","","","2026-02-27T10:02:16.000Z"
"a24UU000004AjhdYAC","PY-01811322","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Fee","Subscription","89.0","89.0","89.0","0.0","2026-03-30","2026-03-30T10:02:24.000Z","","","2026-03-30T10:02:24.000Z"
"a24UU000004NykTYAS","PY-01825116","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Fee","Subscription","89.0","89.0","89.0","0.0","2026-04-30","2026-04-30T10:02:31.000Z","","","2026-04-30T10:02:31.000Z"
"a24UU000004aaU5YAI","PY-01842379","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Fee","","89.0","89.0","","","2026-05-29","2026-05-29T04:14:40.000Z","","","2026-05-29T04:14:40.000Z"
"a24UU000004olW5YAI","PY-01859794","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Fee","","89.0","89.0","","","2026-06-29","2026-06-29T23:45:26.000Z","","","2026-06-29T23:45:26.000Z"
"a24UU000004ovooYAA","PY-01859982","800UU00000KK3HdYAL","00314215","Activated","ACCEPTED","Late payment fee","","25.0","25.0","","","2026-06-30","2026-06-30T11:01:45.000Z","","","2026-06-30T11:01:45.000Z"
"a24UU000001LhW7YAK","PY-01661871","800UU00000KR8SeYAL","00314231","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-01-30","2025-01-30T10:17:42.000Z","","","2025-01-30T10:17:42.000Z"
"a24UU000001U00XYAS","PY-01671467","800UU00000KR8SeYAL","00314231","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-02-28","2025-02-28T10:13:39.000Z","","","2025-02-28T10:13:39.000Z"
"a24UU000001imjZYAQ","PY-01679305","800UU00000KR8SeYAL","00314231","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-03-28","2025-03-28T10:12:43.000Z","","","2025-03-28T10:12:43.000Z"
"a24UU0000027mlJYAQ","PY-01689669","800UU00000KR8SeYAL","00314231","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-04-30","2025-04-30T10:11:13.000Z","","","2025-04-30T10:11:13.000Z"
"a24UU000002HXBOYA4","PY-01698813","800UU00000KR8SeYAL","00314231","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-05-30","2025-05-30T10:10:18.000Z","","","2025-05-30T10:10:18.000Z"
"a24UU000002SBp3YAG","PY-01707276","800UU00000KR8SeYAL","00314231","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-06-27","2025-06-27T21:15:03.000Z","","","2025-06-27T21:15:03.000Z"
"a24UU000002ds7VYAQ","PY-01717337","800UU00000KR8SeYAL","00314231","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-07-30","2025-07-30T10:05:38.000Z","","","2025-07-30T10:05:38.000Z"
"a24UU000002pBojYAE","PY-01726367","800UU00000KR8SeYAL","00314231","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-08-29","2025-08-29T10:05:38.000Z","","","2025-08-29T10:05:38.000Z"
"a24UU0000030ocfYAA","PY-01736942","800UU00000KR8SeYAL","00314231","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-09-30","2025-09-30T10:04:30.000Z","","","2025-09-30T10:04:30.000Z"
"a24UU000003Bf1KYAS","PY-01747165","800UU00000KR8SeYAL","00314231","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-10-30","2025-10-30T10:04:31.000Z","","","2025-10-30T10:04:31.000Z"
"a24UU000003KeZ5YAK","PY-01757032","800UU00000KR8SeYAL","00314231","Activated","ACCEPTED","Fee","Subscription","89.0","89.0","89.0","0.0","2025-11-26","2025-11-26T10:04:10.000Z","","","2025-11-26T10:04:10.000Z"
"a24UU000003YVajYAG","PY-01774623","800UU00000KR8SeYAL","00314231","Activated","ACCEPTED","Late payment fee","Fee","114.0","114.0","89.0","25.0","2026-01-05","2026-01-05T10:13:41.000Z","","a24UU000003VelzYAC","2026-01-05T10:13:41.000Z"
"a24UU000003l3cIYAQ","PY-01788541","800UU00000KR8SeYAL","00314231","Activated","ACCEPTED","Late payment fee","Fee","114.0","114.0","89.0","25.0","2026-02-02","2026-02-02T10:19:11.000Z","","a24UU000003jz0pYAA","2026-02-02T10:19:11.000Z"
"a24UU000004CJkYYAW","PY-01813330","800UU00000KR8SeYAL","00314231","Activated","ACCEPTED","Late payment fee","Fee","114.0","114.0","89.0","25.0","2026-04-02","2026-04-02T10:13:50.000Z","","a24UU000004AjeTYAS","2026-04-02T10:13:50.000Z"
"a24UU000004NykUYAS","PY-01825117","800UU00000KR8SeYAL","00314231","Activated","ACCEPTED","Fee","Subscription","89.0","89.0","89.0","0.0","2026-04-30","2026-04-30T10:02:31.000Z","","","2026-04-30T10:02:31.000Z"
"a24UU000004aZmYYAU","PY-01842378","800UU00000KR8SeYAL","00314231","Activated","ACCEPTED","Fee","","89.0","89.0","","","2026-05-29","2026-05-29T04:14:40.000Z","","","2026-05-29T04:14:40.000Z"
"a24UU000004j6RxYAI","PY-01852982","800UU00000KR8SeYAL","00314231","Activated","ACCEPTED","Late payment fee","","89.0","89.0","","","2026-06-16","2026-06-16T21:22:21.000Z","","","2026-06-16T21:22:21.000Z"
"a24UU000004oG46YAE","PY-01858530","800UU00000KR8SeYAL","00314231","Activated","ACCEPTED","Fee","","89.0","89.0","","","2026-06-29","2026-06-29T04:08:29.000Z","","","2026-06-29T04:08:29.000Z"
"a24UU000001DUm9YAG","PY-01650697","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","AC","AC","61.88","69.0","61.88","0.0","2024-12-30","2024-12-30T10:21:18.000Z","","","2024-12-30T10:21:18.000Z"
"a24UU000001LhxTYAS","PY-01662056","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-01-30","2025-01-30T10:21:41.000Z","","","2025-01-30T10:21:41.000Z"
"a24UU000001U0IFYA0","PY-01671600","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-02-28","2025-02-28T10:16:53.000Z","","","2025-02-28T10:16:53.000Z"
"a24UU000001imusYAA","PY-01679390","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-03-28","2025-03-28T10:14:30.000Z","","","2025-03-28T10:14:30.000Z"
"a24UU0000027mwPYAQ","PY-01689713","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-04-30","2025-04-30T10:12:24.000Z","","","2025-04-30T10:12:24.000Z"
"a24UU000002HXEeYAO","PY-01698849","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-05-30","2025-05-30T10:11:03.000Z","","","2025-05-30T10:11:03.000Z"
"a24UU000002SBtsYAG","PY-01707301","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-06-27","2025-06-27T21:15:40.000Z","","","2025-06-27T21:15:40.000Z"
"a24UU000002drurYAA","PY-01717364","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-07-30","2025-07-30T10:06:22.000Z","","","2025-07-30T10:06:22.000Z"
"a24UU000002pBzbYAE","PY-01726390","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-08-29","2025-08-29T10:06:16.000Z","","","2025-08-29T10:06:16.000Z"
"a24UU0000030oeGYAQ","PY-01736957","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-09-30","2025-09-30T10:04:53.000Z","","","2025-09-30T10:04:53.000Z"
"a24UU000003HZj1YAG","PY-01753987","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","Late payment fee","Fee","114.0","114.0","89.0","25.0","2025-11-17","2025-11-17T10:11:18.000Z","","a24UU000003Bf31YAC","2025-11-17T10:11:18.000Z"
"a24UU000003LEhNYAW","PY-01758817","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","Late payment fee","Fee","114.0","114.0","89.0","25.0","2025-11-28","2025-11-28T10:15:56.000Z","","a24UU000003Kf3mYAC","2025-11-28T10:15:56.000Z"
"a24UU000003WkHLYA0","PY-01772031","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","Fee","Subscription","89.0","89.0","89.0","0.0","2025-12-30","2025-12-30T10:02:07.000Z","","","2025-12-30T10:02:07.000Z"
"a24UU000003jyOHYAY","PY-01786274","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","Fee","Subscription","89.0","89.0","89.0","0.0","2026-01-30","2026-01-30T10:03:45.000Z","","","2026-01-30T10:03:45.000Z"
"a24UU000003wzRKYAY","PY-01798842","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","Fee","Subscription","89.0","89.0","89.0","0.0","2026-02-27","2026-02-27T10:02:25.000Z","","","2026-02-27T10:02:25.000Z"
"a24UU000004AjebYAC","PY-01811331","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","Fee","Subscription","89.0","89.0","89.0","0.0","2026-03-30","2026-03-30T10:02:38.000Z","","","2026-03-30T10:02:38.000Z"
"a24UU000004NzJzYAK","PY-01825123","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","Fee","Subscription","89.0","89.0","89.0","0.0","2026-04-30","2026-04-30T10:02:44.000Z","","","2026-04-30T10:02:44.000Z"
"a24UU000004aac9YAA","PY-01842387","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","Fee","","89.0","89.0","","","2026-05-29","2026-05-29T04:14:44.000Z","","","2026-05-29T04:14:44.000Z"
"a24UU000004oGFNYA2","PY-01858539","800UU00000KTOgBYAX","00314240","Activated","ACCEPTED","Fee","","89.0","89.0","","","2026-06-29","2026-06-29T04:08:32.000Z","","","2026-06-29T04:08:32.000Z"
"a24UU000001JiWGYA0","PY-01658724","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-01-22","2025-01-22T18:08:07.000Z","","","2025-01-22T18:08:07.000Z"
"a24UU000001TboTYAS","PY-01670719","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Late payment fee","Fee","114.0","127.11","89.0","25.0","2025-02-27","2025-02-27T10:16:12.000Z","","a24UU000001Rtz7YAC","2025-02-27T10:16:12.000Z"
"a24UU000001czA5YAI","PY-01677090","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-03-21","2025-03-21T10:06:58.000Z","","","2025-03-21T10:06:58.000Z"
"a24UU0000022konYAA","PY-01687004","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-04-23","2025-04-23T10:05:45.000Z","","","2025-04-23T10:05:45.000Z"
"a24UU000002FT0YYAW","PY-01696343","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-05-23","2025-05-23T10:06:09.000Z","","","2025-05-23T10:06:09.000Z"
"a24UU000002QEJ7YAO","PY-01705199","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-06-23","2025-06-23T10:05:31.000Z","","","2025-06-23T10:05:31.000Z"
"a24UU000002bP6LYAU","PY-01715521","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-07-23","2025-07-23T10:00:53.000Z","","","2025-07-23T10:00:53.000Z"
"a24UU000002oo5NYAQ","PY-01725793","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Late payment fee","Fee","114.0","127.11","89.0","25.0","2025-08-28","2025-08-28T10:11:24.000Z","","a24UU000002mbk5YAA","2025-08-28T10:11:24.000Z"
"a24UU000002zTOwYAM","PY-01735903","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Late payment fee","Fee","114.0","127.11","89.0","25.0","2025-09-26","2025-09-26T10:12:03.000Z","","a24UU000002y5BlYAI","2025-09-26T10:12:03.000Z"
"a24UU000003BfzEYAS","PY-01747851","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Late payment fee","Fee","114.0","127.11","89.0","25.0","2025-10-30","2025-10-30T10:20:28.000Z","","a24UU0000039YK5YAM","2025-10-30T10:20:28.000Z"
"a24UU000003L2OUYA0","PY-01758011","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Late payment fee","Fee","114.0","114.0","89.0","25.0","2025-11-27","2025-11-27T10:14:58.000Z","","a24UU000003JL5UYAW","2025-11-27T10:14:58.000Z"
"a24UU000003aAokYAE","PY-01775542","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Late payment fee","Fee","114.0","114.0","89.0","25.0","2026-01-08","2026-01-08T10:11:44.000Z","","a24UU000003UuUTYA0","2026-01-08T10:11:44.000Z"
"a24UU000003jRnNYAU","PY-01785760","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Late payment fee","Fee","114.0","114.0","89.0","25.0","2026-01-29","2026-01-29T10:16:29.000Z","","a24UU000003gx1xYAA","2026-01-29T10:16:29.000Z"
"a24UU000003wWqkYAE","PY-01798365","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Late payment fee","Fee","114.0","114.0","89.0","25.0","2026-02-26","2026-02-26T10:14:21.000Z","","a24UU000003uq3pYAA","2026-02-26T10:14:21.000Z"
"a24UU0000049l0jYAA","PY-01811090","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Late payment fee","Fee","114.0","114.0","89.0","25.0","2026-03-27","2026-03-27T10:17:37.000Z","","a24UU0000047Z6nYAE","2026-03-27T10:17:37.000Z"
"a24UU000004O28AYAS","PY-01826206","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Late payment fee","Fee","114.0","114.0","89.0","25.0","2026-04-30","2026-04-30T10:27:43.000Z","","a24UU000004L1IBYA0","2026-04-30T10:27:43.000Z"
"a24UU000004Z2JIYA0","PY-01840437","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Late payment fee","Fee","114.0","114.0","89.0","25.0","2026-05-25","2026-05-25T10:18:24.000Z","","a24UU000004Y4TVYA0","2026-05-25T10:18:24.000Z"
"a24UU000004mKi5YAE","PY-01856448","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Late payment fee","","25.0","25.0","","","2026-06-24","2026-06-24T11:01:13.000Z","","","2026-06-24T11:01:13.000Z"
"a24UU000004pPgPYAU","PY-01860437","800UU00000KlzPbYAJ","00314273","Activated","ACCEPTED","Fee","","89.0","89.0","","","2026-07-01","2026-07-01T04:09:18.000Z","","","2026-07-01T04:09:18.000Z"
"a24UU000001IW4EYAW","PY-01657331","800UU00000KmtWbYAJ","00314279","Activated","ACCEPTED","Late payment fee","Fee","114.0","127.11","89.0","25.0","2025-01-17","2025-01-17T10:19:24.000Z","","a24UU000001HlI9YAK","2025-01-17T10:19:24.000Z"
"a24UU000001itkzYAA","PY-01679828","800UU00000KmtWbYAJ","00314279","Activated","ACCEPTED","Late payment fee","Fee","114.0","127.11","89.0","25.0","2025-04-01","2025-03-28T14:11:52.000Z","","a24UU000001PwElYAK","2025-03-28T14:11:52.000Z"
"a24UU000001wgWEYAY","PY-01684570","800UU00000KmtWbYAJ","00314279","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-04-15","2025-04-15T10:07:16.000Z","","","2025-04-15T10:07:16.000Z"
"a24UU0000028m9dYAA","PY-01690629","800UU00000KmtWbYAJ","00314279","Activated","ACCEPTED","Late payment fee","Fee","114.0","127.11","89.0","25.0","2025-05-02","2025-05-02T10:09:39.000Z","","a24UU000001Y4yHYAS","2025-05-02T10:09:39.000Z"
"a24UU000002DA6xYAG","PY-01694135","800UU00000KmtWbYAJ","00314279","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-05-15","2025-05-15T10:07:43.000Z","","","2025-05-15T10:07:43.000Z"
"a24UU000002NBRUYA4","PY-01702686","800UU00000KmtWbYAJ","00314279","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-06-13","2025-06-13T10:07:44.000Z","","","2025-06-13T10:07:44.000Z"
"a24UU000002YYB6YAO","PY-01710920","800UU00000KmtWbYAJ","00314279","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-07-15","2025-07-15T15:33:21.000Z","","","2025-07-15T15:33:21.000Z"
"a24UU000002jxnaYAA","PY-01721905","800UU00000KmtWbYAJ","00314279","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-08-15","2025-08-15T10:02:12.000Z","","","2025-08-15T10:02:12.000Z"
"a24UU000002v2NVYAY","PY-01731946","800UU00000KmtWbYAJ","00314279","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-09-15","2025-09-15T10:02:02.000Z","","","2025-09-15T10:02:02.000Z"
"a24UU0000036uYtYAI","PY-01741939","800UU00000KmtWbYAJ","00314279","Activated","ACCEPTED","Fee","Subscription","89.0","99.24","89.0","0.0","2025-10-15","2025-10-15T10:02:08.000Z","","","2025-10-15T10:02:08.000Z"
"a24UU000003GxtfYAC","PY-01752691","800UU00000KmtWbYAJ","00314279","Activated","ACCEPTED","Fee","Subscription","89.0","89.0","89.0","0.0","2025-11-14","2025-11-14T10:02:07.000Z","","","2025-11-14T10:02:07.000Z"
